Title,URL,Category,Sub-Category,Level,Skills,Site
Fundamentals of Reinforcement Learning,https://www.coursera.org/learn/fundamentals-of-reinforcement-learning,Data Science,Machine Learning,,"Artificial Intelligence (AI),Machine Learning,Reinforcement Learning,Function Approximation,Intelligent Systems,",Coursera
Dino 101: Dinosaur Paleobiology,https://www.coursera.org/learn/dino101,Health,Basic Science,,"Biodiversity,Biology,Evolution,Paleontology,",Coursera
Fundamentals of Music Theory,https://www.coursera.org/learn/edinburgh-music-theory,Arts and Humanities,Music and Art,,"Scales,Notation,Harmony,Rhythm,Chords,",Coursera
Oil & Gas Industry Operations and Markets ,https://www.coursera.org/learn/oilandgas,Physical Science and Engineering,Environmental Science and Sustainability,,"Energy,Geology,Directional Drilling,Enhanced Oil Recovery,",Coursera
Data Visualization with Python,https://www.coursera.org/learn/python-for-data-visualization,Data Science,Data Analysis,,"Dashboards and Charts,dash,Python Programming,Matplotlib,Data Visualization (DataViz),",Coursera
Sales and CRM Overview,https://www.coursera.org/learn/sales-and-crm-overview,Business,Business Essentials,,"CRM,Sales Operations,Sales,Salesforce Sales Cloud,Salesforce,",Coursera
Mathematics for Machine Learning: Linear Algebra,https://www.coursera.org/learn/linear-algebra-machine-learning,Data Science,Machine Learning,,"Eigenvalues And Eigenvectors,Basis (Linear Algebra),Transformation Matrix,Linear Algebra,",Coursera
Introduction to Corporate Finance,https://www.coursera.org/learn/wharton-finance,Business,Finance,,"Discounted Cash Flow,Decision-Making,Corporate Finance,Cash Flow Analysis,",Coursera
How to Manage a Remote Team,https://www.coursera.org/learn/remote-team-management,Business,Leadership and Management,,"Business Transformation,Business Strategy,Leadership And Management,Human Resources (HR),Remote work,",Coursera
Construction Project Management,https://www.coursera.org/learn/construction-project-management,Business,Business Strategy,,"Project Management,Construction Management,Work Breakdown Structure,Project Planning,",Coursera
Science of Exercise,https://www.coursera.org/learn/science-exercise,Health,Basic Science,,"Training,Nutrition,Fitness And Nutrition,Public Health,",Coursera
"Sequences, Time Series and Prediction",https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction,Data Science,Machine Learning,,"Forecasting,Machine Learning,Tensorflow,Time Series,prediction,",Coursera
Supply Chain Principles,https://www.coursera.org/learn/supply-chain-principles,Business,Business Essentials,,"Procurement,Supply Chain,Transporting,",Coursera
SAP Professional Fundamentals,https://www.coursera.org/learn/sap-professional-fundamentals,Business,Leadership and Management,,"Client Research and Analysis,Business Transformation,Planning and Project Management,Communication and Engagement,Systems and Design Thinking,",Coursera
Visualizing the Living Body: Diagnostic Imaging,https://www.coursera.org/learn/diagnosticimaging,Health,Patient Care,,"Anatomy,radiography,Medicine,human anatomy,",Coursera
A Crash Course in Causality:  Inferring Causal Effects from Observational Data,https://www.coursera.org/learn/crash-course-in-causality,Data Science,Probability and Statistics,,"Instrumental Variable,Propensity Score Matching,Causal Inference,Causality,",Coursera
Excel Skills for Business: Intermediate I,https://www.coursera.org/learn/excel-intermediate-1,Business,Business Essentials,,"Concatenation,Microsoft Excel,Consolization,Pivot Table,Pivot Chart,",Coursera
Natural Language Processing in TensorFlow,https://www.coursera.org/learn/natural-language-processing-tensorflow,Data Science,Machine Learning,,"Natural Language Processing,Tokenization,Machine Learning,Tensorflow,RNNs,",Coursera
Write A Feature Length Screenplay For Film Or Television,https://www.coursera.org/learn/write-a-feature-length-screenplay-for-film-or-television,Arts and Humanities,Music and Art,,"Script Writing,Filmmaking,Screenwriting,Film and Televison Writing,Creative Writing,",Coursera
ADHD: Everyday Strategies for Elementary Students,https://www.coursera.org/learn/adhd-treatment,Social Sciences,Education,,"Teaching,Communication,Planning,Attention Deficit Hyperactivity Disorder (ADHD),",Coursera
Financial Accounting Fundamentals,https://www.coursera.org/learn/uva-darden-financial-accounting,Business,Business Essentials,,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",Coursera
Introduction to Programming with MATLAB,https://www.coursera.org/learn/matlab,Computer Science,Software Development,,"Computer Programming,Problem Solving,Matlab,Programming Language,",Coursera
Using Python to Access Web Data,https://www.coursera.org/learn/python-network-data,Computer Science,Software Development,,"Json,Xml,Python Programming,Web Scraping,",Coursera
Dog Emotion and Cognition,https://www.coursera.org/learn/dog-emotion-and-cognition,Health,Animal Health,,"Cognitive Science,Evolution,Animal Behavior,Dog,",Coursera
"Introduction to Web Development with HTML, CSS, JavaScript",https://www.coursera.org/learn/introduction-to-web-development-with-html-css-javacript,Computer Science,Mobile and Web Development,,"Cascading Style Sheets (CSS),HTML,Git (Software),JavaScript,Cloud Applications,",Coursera
Analyze Datasets and Train ML Models using AutoML,https://www.coursera.org/learn/automl-datasets-ml-models,Data Science,Machine Learning,,"Statistical Data Bias Detection,Multi-class Classification with FastText and BlazingText,Data ingestion,Exploratory Data Analysis,Automated Machine Learning (AutoML),",Coursera
Terrorism and Counterterrorism: Comparing Theory and Practice,https://www.coursera.org/learn/terrorism,Social Sciences,Governance and Society,,"History,counterterrorism,International Law,Terrorism Studies,Policy Analysis,",Coursera
"Speak English Professionally: In Person, Online & On the Phone",https://www.coursera.org/learn/speak-english-professionally,Language Learning,Learning English,,"Stress,Communication,Presentation,Public Speaking,",Coursera
Assess for Success: Marketing Analytics and Measurement,https://www.coursera.org/learn/assess-for-success,Business,Marketing,,"Digital marketing KPIs,Spreadsheet management,Presenting to stakeholders,Media planning and strategies,Marketing Analytics,",Coursera
English for Journalism,https://www.coursera.org/learn/journalism,Language Learning,Learning English,,"English Grammar,News Reporting,English Language,Broadcast,",Coursera
The Power of Statistics,https://www.coursera.org/learn/the-power-of-statistics,Data Science,Probability and Statistics,,"Statistical Analysis,Python Programming,Effective Communication,Statistical Hypothesis Testing,Probability Distribution,",Coursera
Visual Elements of User Interface Design,https://www.coursera.org/learn/visual-elements-user-interface-design,Arts and Humanities,Music and Art,,"User Interface Design (UI Design),User Experience (UX),Graphic Design,",Coursera
Work Smarter with Microsoft Excel,https://www.coursera.org/learn/microsoft-excel-work-smarter,Business,Business Essentials,,"Microsoft Excel,Chart,Worksheet,",Coursera
Supply Chain Logistics,https://www.coursera.org/learn/supply-chain-logistics,Business,Business Essentials,,"Warehouse Management,Logistics Planning,Supply Chain,Inventory,",Coursera
Teamwork Skills: Communicating Effectively in Groups,https://www.coursera.org/learn/teamwork-skills-effective-communication,Business,Leadership and Management,,"teamwork,diversity,Communication,Conflict Management,technology,",Coursera
Exploratory Data Analysis for Machine Learning,https://www.coursera.org/learn/ibm-exploratory-data-analysis-for-machine-learning,Data Science,Machine Learning,,"Artificial Intelligence (AI),Machine Learning,Feature Engineering,Statistical Hypothesis Testing,Exploratory Data Analysis,",Coursera
"Penetration Testing, Incident Response and Forensics",https://www.coursera.org/learn/ibm-penetration-testing-incident-response-forensics,Information Technology,Security,,"scripting,forensics,Penetration Test,Cybersecurity,Computer Security Incident Management,",Coursera
Version Control,https://www.coursera.org/learn/introduction-to-version-control,Computer Science,Mobile and Web Development,,"Linux,Web Development,Bash (Unix Shell),Github,Version Control,",Coursera
Work Smarter with Microsoft Word,https://www.coursera.org/learn/microsoft-word-work-smarter,Information Technology,Cloud Computing,,"Documents,Microsoft Word,",Coursera
Arts and Heritage Management,https://www.coursera.org/learn/arts-heritage,Business,Marketing,,"Fundraising,Customer Relationship Management (CRM),Management,Marketing,",Coursera
Innovation Management,https://www.coursera.org/learn/innovation-management,Business,Business Strategy,,"Social Network,Management,Innovation,Innovation Management,",Coursera
Introduction to Spreadsheets and Models,https://www.coursera.org/learn/wharton-introduction-spreadsheets-models,Business,Business Essentials,,"Monte Carlo Method,Microsoft Excel,Linear Programming (LP),Solver,",Coursera
Wind Energy,https://www.coursera.org/learn/wind-energy,Physical Science and Engineering,Mechanical Engineering,,"Wind Energy,Materials,Wind Power,Wind Energy Engineering,",Coursera
AI for Medical Diagnosis,https://www.coursera.org/learn/ai-for-medical-diagnosis,Data Science,Machine Learning,,"Deep Learning,Image Segmentation,Machine Learning,model evaluation,Multi-class classification,",Coursera
Accounting: Principles of Financial Accounting,https://www.coursera.org/learn/financial-accounting,Business,Finance,,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",Coursera
Write Your First Novel,https://www.coursera.org/learn/write-your-first-novel,Arts and Humanities,Music and Art,,"Creative Writing,Novel Writing,Story Telling,",Coursera
Social Media Management ,https://www.coursera.org/learn/social-media-management,Business,Marketing,,"Content Development,content management,Social Media Marketing,Content Marketing,Marketing Content Development,",Coursera
"Decisions, Decisions: Dashboards and Reports",https://www.coursera.org/learn/decisions-decisions-dashboards-and-reports,Data Science,Data Analysis,,"Presenting Data Insights,Tableau Software,Data Visualization (DataViz),Effective Communication,Dashboarding and Reporting,",Coursera
COVID-19 Contact Tracing,https://www.coursera.org/learn/covid-19-contact-tracing,Health,Public Health,,"Ethics,Active Listening,Public Health,Contact Tracing,Epidemiology,",Coursera
Introduction to Hardware and Operating Systems,https://www.coursera.org/learn/introduction-to-hardware-and-operating-systems,Information Technology,Support and Operations,,"Technical Support,IT Service Management (ITSM),Troubleshooting,IT Career,",Coursera
Introduction to Embedded Systems Software and Development Environments,https://www.coursera.org/learn/introduction-embedded-systems,Physical Science and Engineering,Electrical Engineering,,"Makefile,C Programming,Embedded C,",Coursera
Introduction to Financial Engineering and Risk Management,https://www.coursera.org/learn/financial-engineering-intro,Business,Finance,,"Derivatives,Swaps and options,Fixed Income,Binomial Distribution,black scholes model,",Coursera
English for Business and Entrepreneurship,https://www.coursera.org/learn/business,Language Learning,Learning English,,"Business Plan,Market Research,English Language,Entrepreneurship,",Coursera
Natural Language Processing with Sequence Models,https://www.coursera.org/learn/sequence-models-in-nlp,Data Science,Machine Learning,,"Word Embedding,Sentiment with Neural Nets,Siamese Networks,Natural Language Generation,Named-Entity Recognition,",Coursera
